"Country Code","Year","Population"
"MNE","1988",607413
"MNG","1988",2089714
"MNP","1988",37134
"MOZ","1988",13002553
"MRT","1988",1923002
"MUS","1988",1043239
"MWI","1988",8636935
"MYS","1988",17027588
"NAC","1988",271452347
"NAM","1988",1302741
"NCL","1988",163650
"NER","1988",7540253
"NGA","1988",90450281
"NIC","1988",3968454
"NLD","1988",14760094
"NOR","1988",4209488
"NPL","1988",17873667
"NRU","1988",8752
"NZL","1988",3283400
"OED","1988",1051552697
"OMN","1988",1678116
"OSS","1988",16657359
"PAK","1988",101474835
"PAN","1988",2368618
"PER","1988",20909895
"PHL","1988",58845205
"PLW","1988",14490
"PNG","1988",4100729
"POL","1988",37824487
"PRE","1988",394465713
"PRI","1988",3473898
"PRK","1988",19708323
"PRT","1988",10019610
"PRY","1988",3994331
"PSE","1988",NA
"PSS","1988",1650642
"PST","1988",952508537
"PYF","1988",189738
"QAT","1988",443794
"ROU","1988",23057662
"RUS","1988",146857000
"RWA","1988",7030179
"SAS","1988",1083963380
"SAU","1988",15155223
"SDN","1988",18866319
"SEN","1988",7107976
"SGP","1988",2846108
"SLB","1988",294964
"SLE","1988",4152984
"SLV","1988",5119035
"SMR","1988",23466
"SOM","1988",7165295
"SRB","1988",NA
"SSA","1988",484288955
"SSD","1988",5741235
"SSF","1988",484357710
"SST","1988",24251662
"STP","1988",109470
"SUR","1988",391391
"SVK","1988",5250596
"SVN","1988",1995196
"SWE","1988",8436489
"SWZ","1988",800456
"SXM","1988",NA
"SYC","1988",68755
"SYR","1988",11719071
"TCA","1988",10582
"TCD","1988",5584339
"TEA","1988",1533101545
"TEC","1988",421971143
"TGO","1988",3581928
"THA","1988",54912334
"TJK","1988",5001110
"TKM","1988",3493894
"TLA","1988",413957171
"TLS","1988",714474
"TMN","1988",214140741
"TON","1988",94667
"TSA","1988",1083963380
"TSS","1988",484357710
"TTO","1988",1204893
"TUN","1988",7871459
"TUR","1988",52053704
"TUV","1988",8883
"TZA","1988",23909954
"UGA","1988",16262533
"UKR","1988",51521000
"UMC","1988",1978286203
"URY","1988",3069099
"USA","1988",244499000
"UZB","1988",19501225
"VCT","1988",106536
"VEN","1988",18912526
"VGB","1988",15266
"VIR","1988",100952
"VNM","1988",65313708
"VUT","1988",139366
"WLD","1988",5108813275
"WSM","1988",161421
"XKX","1988",1791000
"YEM","1988",11051504
"ZAF","1988",35970537
"ZMB","1988",7600072
"ZWE","1988",9604302
"ABW","1989",61032
"AFG","1989",11777609
"AGO","1989",11827237
"ALB","1989",3227943
"AND","1989",52448
"ARB","1989",216787402
"ARE","1989",1756043
"ARG","1989",32263561
"ARM","1989",3536469
"ASM","1989",45593
"ATG","1989",66627
"AUS","1989",16814400
"AUT","1989",7619567
"AZE","1989",7126891
"BDI","1989",5280024
"BEL","1989",9937697
"BEN","1989",4820016
"BFA","1989",8579823
"BGD","1989",103599232
"BGR","1989",8876972
"BHR","1989",481090
"BHS","1989",251849
"BIH","1989",4506653
"BLR","1989",10170000
"BLZ","1989",183469
"BMU","1989",58841
"BOL","1989",6723046
"BRA","1989",146691981
"BRB","1989",259458
"BRN","1989",251514
"BTN","1989",530257
"BWA","1989",1339624
"CAF","1989",2872668
"CAN","1989",27379000
"CEB","1989",110801380
"CHE","1989",6646912
"CHI","1989",139530
"CHL","1989",13025797
"CHN","1989",1118650000
"CIV","1989",11839243
"CMR","1989",11372160
"COD","1989",33465441
"COG","1989",2375008
"COL","1989",33624444
"COM","1989",399632
"CPV","1989",335184
"CRI","1989",3018955
"CSS","1989",5979907
"CUB","1989",10486509
"CUW","1989",146937
"CYM","1989",23776
"CYP","1989",751044
"CZE","1989",10361068
"DEU","1989",78751283
"DJI","1989",563864
"DMA","1989",71242
"DNK","1989",5132594
"DOM","1989",7042937
"DZA","1989",25257672
"EAP","1989",1578979766
"EAR","1989",1985084059
"EAS","1989",1794408757
"ECA","1989",387627353
"ECS","1989",838462813
"ECU","1989",9977377
"EGY","1989",56006573
"EMU","1989",310080079
"ERI","1989",3071771
"ESP","1989",38827764
"EST","1989",1568131
"ETH","1989",46458913
"EUU","1989",476392094
"FCS","1989",254349779
"FIN","1989",4964371
"FJI","1989",724624
"FRA","1989",58182702
"FRO","1989",47466
"FSM","1989",94091
"GAB","1989",926622
"GBR","1989",57076711
"GEO","1989",4803300
"GHA","1989",14233874
"GIB","1989",29262
"GIN","1989",5770652
"GMB","1989",881138
"GNB","1989",988520
"GNQ","1989",414138
"GRC","1989",10089498
"GRD","1989",96869
"GRL","1989",55300
"GTM","1989",9050465
"GUM","1989",127522
"GUY","1989",745665
"HIC","1989",989592440
"HKG","1989",5686200
"HND","1989",4814137
"HPC","1989",345544609
"HRV","1989",4767000
"HTI","1989",6956300
"HUN","1989",10481719
"IBD","1989",3413636633
"IBT","1989",4233121328
"IDA","1989",819484695
"IDB","1989",275200141
"IDN","1989",178233223
"IDX","1989",544284554
"IMN","1989",67388
"IND","1989",852270034
"INX","1989",NA
"IRL","1989",3511009
"IRN","1989",54777114
"IRQ","1989",17040190
"ISL","1989",252852
"ISR","1989",4518000
"ITA","1989",56671781
"JAM","1989",2407720
"JOR","1989",3395023
"JPN","1989",123116000
"KAZ","1989",16249500
"KEN","1989",22633022
"KGZ","1989",4307500
"KHM","1989",8689152
"KIR","1989",70860
"KNA","1989",40852
"KOR","1989",42449038
"KWT","1989",2096932
"LAC","1989",415016911
"LAO","1989",4138408
"LBN","1989",2676605
"LBR","1989",2131525
"LBY","1989",4328914
"LCA","1989",135956
"LCN","1989",436857131
"LDC","1989",497176877
"LIC","1989",313976444
"LIE","1989",28407
"LKA","1989",17110713
"LMC","1989",1884186007
"LMY","1989",4208165848
"LSO","1989",1576022
"LTE","1989",1825740671
"LTU","1989",3684255
"LUX","1989",377100
"LVA","1989",2666955
"MAC","1989",332901
"MAF","1989",27676
"MAR","1989",24421191
"MCO","1989",29312
"MDA","1989",3681000
"MDG","1989",11268658
"MDV","1989",216595
"MEA","1989",247283550
"MEX","1989",83697891
"MHL","1989",45814
"MIC","1989",3894189404
"MKD","1989",1996870
"MLI","1989",8309531
"MLT","1989",350722
"MMR","1989",40014862
"MNA","1989",220121789
"MNE","1989",606571
"MNG","1989",2141008
"MNP","1989",39808
"MOZ","1989",13059613
"MRT","1989",1976030
"MUS","1989",1051260
"MWI","1989",9094671
"MYS","1989",17535971
"NAC","1989",274256841
"NAM","1989",1359933
"NCL","1989",166898
"NER","1989",7768995
"NGA","1989",92844353
"NIC","1989",4055265
"NLD","1989",14848907
"NOR","1989",4226901
"NPL","1989",18293514
"NRU","1989",8956
"NZL","1989",3299200
"OED","1989",1060038063
"OMN","1989",1741160
"OSS","1989",17075243
"PAK","1989",104588490
"PAN","1989",2419491
"PER","1989",21368859
"PHL","1989",60391867
"PLW","1989",14757
"PNG","1989",4205654
"POL","1989",37961529
"PRE","1989",405497636
"PRI","1989",3505650
"PRK","1989",19993755
"PRT","1989",10005000
"PRY","1989",4103911
"PSE","1989",NA
"PSS","1989",1671078
"PST","1989",958458726
"PYF","1989",194252
"QAT","1989",461870
"ROU","1989",23161458
"RUS","1989",147721000
"RWA","1989",7216028
"SAS","1989",1108386444
"SAU","1989",15755944
"SDN","1989",19475609
"SEN","1989",7328600
"SGP","1989",2930901
"SLB","1989",303253
"SLE","1989",4249468
"SLV","1989",5185943
"SMR","1989",23740
"SOM","1989",7298417
"SRB","1989",NA
"SSA","1989",498033585
"SSD","1989",5777498
"SSF","1989",498102752
"SST","1989",24726228
"STP","1989",111627
"SUR","1989",399492
"SVK","1989",5275942
"SVN","1989",1996351
"SWE","1989",8492964
"SWZ","1989",832682
"SXM","1989",NA
"SYC","1989",69167
"SYR","1989",12080444
"TCA","1989",11017
"TCD","1989",5768086
"TEA","1989",1558955175
"TEC","1989",425588882
"TGO","1989",3686373
"THA","1989",55795106
"TJK","1989",5149803
"TKM","1989",3585867
"TLA","1989",421966286
"TLS","1989",731444
"TMN","1989",220121789
"TON","1989",94929
"TSA","1989",1108386444
"TSS","1989",498102752
"TTO","1989",1213624
"TUN","1989",8050932
"TUR","1989",52992429
"TUV","1989",8947
"TZA","1989",24660575
"UGA","1989",16846090
"UKR","1989",51773000
"UMC","1989",2010003397
"URY","1989",3088984
"USA","1989",246819000
"UZB","1989",19979127
"VCT","1989",107084
"VEN","1989",19388342
"VGB","1989",15900
"VIR","1989",101041
"VNM","1989",66757402
"VUT","1989",142849
"WLD","1989",5197758288
"WSM","1989",161998
"XKX","1989",1827000
"YEM","1989",11523267
"ZAF","1989",36740883
"ZMB","1989",7813808
"ZWE","1989",9902540
"ABW","1990",62149
"AFG","1990",12249114
"AGO","1990",12171441
"ALB","1990",3286542
"AND","1990",54509
"ARB","1990",224735446
"ARE","1990",1860174
"ARG","1990",32729739
"ARM","1990",3538165
"ASM","1990",47038
"ATG","1990",66696
"AUS","1990",17065100
"AUT","1990",7677850
"AZE","1990",7159000
"BDI","1990",5415415
"BEL","1990",9967379
"BEN","1990",4978496
"BFA","1990",8811034
"BGD","1990",106188642
"BGR","1990",8718289
"BHR","1990",495931
"BHS","1990",256336
"BIH","1990",4463422
"BLR","1990",10189000
"BLZ","1990",187552
"BMU","1990",59326
"BOL","1990",6856244
"BRA","1990",149352145
"BRB","1990",260374
"BRN","1990",258785
"BTN","1990",537280
"BWA","1990",1377912
"CAF","1990",2939780
"CAN","1990",27791000
"CEB","1990",110745760
"CHE","1990",6715519
"CHI","1990",140671
"CHL","1990",13242132
"CHN","1990",1135185000
"CIV","1990",12267754
"CMR","1990",11715218
"COD","1990",34614581
"COG","1990",2440457
"COL","1990",34271565
"COM","1990",411594
"CPV","1990",341883
"CRI","1990",3095995
"CSS","1990",6021614
"CUB","1990",10582081
"CUW","1990",145400
"CYM","1990",25010
"CYP","1990",766614
"CZE","1990",10333355
"DEU","1990",79433029
"DJI","1990",590398
"DMA","1990",70926
"DNK","1990",5140939
"DOM","1990",7183647
"DZA","1990",25912367
"EAP","1990",1604526531
"EAR","1990",2031828081
"EAS","1990",1821481248
"ECA","1990",390207446
"ECS","1990",842848473
"ECU","1990",10218091
"EGY","1990",57412215
"EMU","1990",311539698
"ERI","1990",3113311
"ESP","1990",38867322
"EST","1990",1569174
"ETH","1990",48086516
"EUU","1990",478005307
"FCS","1990",262862202
"FIN","1990",4986431
"FJI","1990",728628
"FRA","1990",58512808
"FRO","1990",47594
"FSM","1990",96331
"GAB","1990",952212
"GBR","1990",57247586
"GEO","1990",4802000
"GHA","1990",14628260
"GIB","1990",29164
"GIN","1990",6041094
"GMB","1990",916808
"GNB","1990",1012280
"GNQ","1990",426846
"GRC","1990",10196792
"GRD","1990",96283
"GRL","1990",55600
"GTM","1990",9263813
"GUM","1990",130482
"GUY","1990",743309
"HIC","1990",997353719
"HKG","1990",5704500
"HND","1990",4955328
"HPC","1990",355762200
"HRV","1990",4780000
"HTI","1990",7099732
"HUN","1990",10373988
"IBD","1990",3471574808
"IBT","1990",4313726004
"IDA","1990",842151196
"IDB","1990",282899816
"IDN","1990",181436821
"IDX","1990",559251380
"IMN","1990",68429
"IND","1990",870133480
"INX","1990",NA
"IRL","1990",3513974
"IRN","1990",56226185
"IRQ","1990",17469005
"ISL","1990",254826
"ISR","1990",4660000
"ITA","1990",56719240
"JAM","1990",2424242
"JOR","1990",3560582
"JPN","1990",123537000
"KAZ","1990",16348000
"KEN","1990",23402507
"KGZ","1990",4391200
"KHM","1990",8973342
"KIR","1990",72412
"KNA","1990",40834
"KOR","1990",42869283
"KWT","1990",2099615
"LAC","1990",422914642
"LAO","1990",4258472
"LBN","1990",2703016
"LBR","1990",2097232
"LBY","1990",4436661
"LCA","1990",138185
"LCN","1990",445044474
"LDC","1990",510827576
"LIC","1990",322686243
"LIE","1990",28747
"LKA","1990",17329713
"LMC","1990",1927824229
"LMY","1990",4290749497
"LSO","1990",1603938
"LTE","1990",1851248918
"LTU","1990",3697838
"LUX","1990",381850
"LVA","1990",2663151
"MAC","1990",343935
"MAF","1990",30036
"MAR","1990",24879136
"MCO","1990",29439
"MDA","1990",3696000
"MDG","1990",11598633
"MDV","1990",223215
"MEA","1990",255989130
"MEX","1990",85357874
"MHL","1990",47298
"MIC","1990",3968063254
"MKD","1990",1996228
"MLI","1990",8465188
"MLT","1990",354170
"MMR","1990",40626250
"MNA","1990",227903820
"MNE","1990",606372
"MNG","1990",2184145
"MNP","1990",42538
"MOZ","1990",13247649
"MRT","1990",2030140
"MUS","1990",1058775
"MWI","1990",9437553
"MYS","1990",18038321
"NAC","1990",277473326
"NAM","1990",1414692
"NCL","1990",170899
"NER","1990",8012861
"NGA","1990",95269988
"NIC","1990",4144565
"NLD","1990",14951510
"NOR","1990",4241473
"NPL","1990",18749406
"NRU","1990",9157
"NZL","1990",3329800
"OED","1990",1069095267
"OMN","1990",1812160
"OSS","1990",17470899
"PAK","1990",107678614
"PAN","1990",2471009
"PER","1990",21826658
"PHL","1990",61947348
"PLW","1990",15088
"PNG","1990",4313059
"POL","1990",38110782
"PRE","1990",417158756
"PRI","1990",3537000
"PRK","1990",20293054
"PRT","1990",9983218
"PRY","1990",4213742
"PSE","1990",1978248
"PSS","1990",1694410
"PST","1990",964601905
"PYF","1990",198375
"QAT","1990",476445
"ROU","1990",23201835
"RUS","1990",148292000
"RWA","1990",7235798
"SAS","1990",1133089464
"SAU","1990",16326815
"SDN","1990",20147590
"SEN","1990",7555617
"SGP","1990",3047132
"SLB","1990",311840
"SLE","1990",4312246
"SLV","1990",5254984
"SMR","1990",24043
"SOM","1990",7397347
"SRB","1990",7586000
"SSA","1990",512107594
"SSD","1990",5768481
"SSF","1990",512177101
"SST","1990",25186923
"STP","1990",113893
"SUR","1990",407472
"SVK","1990",5299187
"SVN","1990",1998161
"SWE","1990",8558835
"SWZ","1990",861373
"SXM","1990",NA
"SYC","1990",69507
"SYR","1990",12446171
"TCA","1990",11552
"TCD","1990",5956859
"TEA","1990",1584201527
"TEC","1990",428318228
"TGO","1990",3786940
"THA","1990",56582821
"TJK","1990",5283728
"TKM","1990",3683966
"TLA","1990",430014112
"TLS","1990",751933
"TMN","1990",225925572
"TON","1990",95153
"TSA","1990",1133089464
"TSS","1990",512177101
"TTO","1990",1221900
"TUN","1990",8232797
"TUR","1990",53921699
"TUV","1990",9003
"TZA","1990",25459604
"UGA","1990",17438907
"UKR","1990",51892000
"UMC","1990",2040239025
"URY","1990",3109989
"USA","1990",249623000
"UZB","1990",20510000
"VCT","1990",107505
"VEN","1990",19861956
"VGB","1990",16461
"VIR","1990",103963
"VNM","1990",68209605
"VUT","1990",146634
"WLD","1990",5288103216
"WSM","1990",162866
"XKX","1990",1862000
"YEM","1990",12057039
"ZAF","1990",37560525
"ZMB","1990",8027253
"ZWE","1990",10183113
"ABW","1991",64622
"AFG","1991",12993657
"AGO","1991",12553446
"ALB","1991",3266790
"AND","1991",56671
"ARB","1991",230829868
"ARE","1991",1970026
"ARG","1991",33193918
"ARM","1991",3505251
"ASM","1991",48375
"ATG","1991",67307
"AUS","1991",17284000
"AUT","1991",7754891
"AZE","1991",7271000
"BDI","1991",5542048
"BEL","1991",10004486
"BEN","1991",5149499
"BFA","1991",9050084
"BGD","1991",108727432
"BGR","1991",8632367
"BHR","1991",509765
"BHS","1991",261116
"BIH","1991",4371603
"BLR","1991",10194000
"BLZ","1991",191126
"BMU","1991",59021
"BOL","1991",6992521
"BRA","1991",151976577
"BRB","1991",261275
"BRN","1991",266274
"BTN","1991",537284
"BWA","1991",1416731
"CAF","1991",3014624
"CAN","1991",28171682
"CEB","1991",110290445
"CHE","1991",6799978
"CHI","1991",141568
"CHL","1991",13457244
"CHN","1991",1150780000
"CIV","1991",12710008
"CMR","1991",12060729
"COD","1991",35914825
"COG","1991",2507772
"COL","1991",34916766
"COM","1991",423872
"CPV","1991",349934
"CRI","1991",3175649
"CSS","1991",6070204
"CUB","1991",10663585
"CUW","1991",144403
"CYM","1991",26213
"CYP","1991",783129
"CZE","1991",10308578
"DEU","1991",80013896
"DJI","1991",606844
"DMA","1991",70842
"DNK","1991",5154298
"DOM","1991",7325622
"DZA","1991",26554329
"EAP","1991",1629001655
"EAR","1991",2076397732
"EAS","1991",1847530239
"ECA","1991",391907109
"ECS","1991",846178276
"ECU","1991",10460990
"EGY","1991",58752390
"EMU","1991",312708142
"ERI","1991",3127297
"ESP","1991",38966376
"EST","1991",1561314
"ETH","1991",49821083
"EUU","1991",478976405
"FCS","1991",270090401
"FIN","1991",5013740
"FJI","1991",735473
"FRA","1991",58559311
"FRO","1991",47457
"FSM","1991",98799
"GAB","1991",978223
"GBR","1991",57424897
"GEO","1991",4835900
"GHA","1991",15039514
"GIB","1991",29212
"GIN","1991",6374329
"GMB","1991",949493
"GNB","1991",1037155
"GNQ","1991",440624
"GRC","1991",10319927
"GRD","1991",96454
"GRL","1991",55500
"GTM","1991",9483270
"GUM","1991",133558
"GUY","1991",744289
"HIC","1991",1005572309
"HKG","1991",5752000
"HND","1991",5099951
"HPC","1991",366551884
"HRV","1991",4510000
"HTI","1991",7243391
"HUN","1991",10373400
"IBD","1991",3527564523
"IBT","1991",4392785988
"IDA","1991",865221465
"IDB","1991",290487021
"IDN","1991",184615979
"IDX","1991",574734444
"IMN","1991",69096
"IND","1991",888054875
"INX","1991",NA
"IRL","1991",3534235
"IRN","1991",57375584
"IRQ","1991",17942715
"ISL","1991",257797
"ISR","1991",4949000
"ITA","1991",56758521
"JAM","1991",2443689
"JOR","1991",3753433
"JPN","1991",123921000
"KAZ","1991",16450500
"KEN","1991",24179598
"KGZ","1991",4463600
"KHM","1991",9286976
"KIR","1991",73700
"KNA","1991",41013
"KOR","1991",43295704
"KWT","1991",2035661
"LAC","1991",430838594
"LAO","1991",4380073
"LBN","1991",2752462
"LBR","1991",2060267
"LBY","1991",4544293
"LCA","1991",140156
"LCN","1991",453251622
"LDC","1991",525020368
"LIC","1991",331828071
"LIE","1991",29108
"LKA","1991",17539633
"LMC","1991",1969598498
"LMY","1991",4369916316
"LSO","1991",1634517
"LTE","1991",1875124381
"LTU","1991",3704134
"LUX","1991",387000
"LVA","1991",2650581
"MAC","1991",353764
"MAF","1991",31821
"MAR","1991",25336862
"MCO","1991",29624
"MDA","1991",3704000
"MDG","1991",11942819
"MDV","1991",229754
"MEA","1991",262659662
"MEX","1991",87071512
"MHL","1991",48475
"MIC","1991",4038088245
"MKD","1991",1993302
"MLI","1991",8652514
"MLT","1991",363845
"MMR","1991",41190156
"MNA","1991",233582274
"MNE","1991",607105
"MNG","1991",2217918
"MNP","1991",45249
"MOZ","1991",13591970
"MRT","1991",2085202
"MUS","1991",1070266
"MWI","1991",9641153
"MYS","1991",18529454
"NAC","1991",281211703
"NAM","1991",1465740
"NCL","1991",175362
"NER","1991",8272976
"NGA","1991",97726323
"NIC","1991",4236801
"NLD","1991",15069798
"NOR","1991",4261732
"NPL","1991",19245054
"NRU","1991",9354
"NZL","1991",3495100
"OED","1991",1078768055
"OMN","1991",1893771
"OSS","1991",17850910
"PAK","1991",110730420
"PAN","1991",2523181
"PER","1991",22283128
"PHL","1991",63508459
"PLW","1991",15474
"PNG","1991",4423007
"POL","1991",38246193
"PRE","1991",429531376
"PRI","1991",3562110
"PRK","1991",20609150
"PRT","1991",9960235
"PRY","1991",4323410
"PSE","1991",2068845
"PSS","1991",1721268
"PST","1991",970905787
"PYF","1991",202016
"QAT","1991",487491
"ROU","1991",23001155
"RUS","1991",148624000
"RWA","1991",7051759
"SAS","1991",1158058109
"SAU","1991",16867829
"SDN","1991",20893625
"SEN","1991",7789653
"SGP","1991",3135083
"SLB","1991",320753
"SLE","1991",4337239
"SLV","1991",5326657
"SMR","1991",24386
"SOM","1991",7455936
"SRB","1991",7595636
"SSA","1991",526528575
"SSD","1991",5705378
"SSF","1991",526599014
"SST","1991",25642382
"STP","1991",116294
"SUR","1991",415216
"SVK","1991",5303294
"SVN","1991",1999429
"SWE","1991",8617375
"SWZ","1991",885623
"SXM","1991",NA
"SYC","1991",70439
"SYR","1991",12815219
"TCA","1991",12206
"TCD","1991",6150081
"TEA","1991",1608359604
"TEC","1991",430153302
"TGO","1991",3882271
"THA","1991",57258401
"TJK","1991",5400714
"TKM","1991",3789185
"TLA","1991",438102530
"TLS","1991",777011
"TMN","1991",231513429
"TON","1991",95333
"TSA","1991",1158058109
"TSS","1991",526599014
"TTO","1991",1229907
"TUN","1991",8417684
"TUR","1991",54840531
"TUV","1991",9053
"TZA","1991",26315013
"UGA","1991",18040438
"UKR","1991",52000470
"UMC","1991",2068489747
"URY","1991",3132050
"USA","1991",252981000
"UZB","1991",20952000
"VCT","1991",107814
"VEN","1991",20332079
"VGB","1991",16934
"VIR","1991",104807
"VNM","1991",69670902
"VUT","1991",150778
"WLD","1991",5375488625
"WSM","1991",164076
"XKX","1991",1898000
"YEM","1991",12661614
"ZAF","1991",38437855
"ZMB","1991",8239732
"ZWE","1991",10443043
"ABW","1992",68235
"AFG","1992",13981231
"AGO","1992",12968345
"ALB","1992",3247039
"AND","1992",58888
"ARB","1992",235037179
"ARE","1992",2086639
"ARG","1992",33655151
"ARM","1992",3442810
"ASM","1992",49593
"ATG","1992",68427
"AUS","1992",17495000
"AUT","1992",7840709
"AZE","1992",7382000
"BDI","1992",5661139
"BEL","1992",10045158
"BEN","1992",5331803
"BFA","1992",9297113
"BGD","1992",111221938
"BGR","1992",8540164
"BHR","1992",523087
"BHS","1992",266134
"BIH","1992",4239154
"BLR","1992",10216000
"BLZ","1992",194317
"BMU","1992",58595
"BOL","1992",7131707
"BRA","1992",154564278
"BRB","1992",262184
"BRN","1992",273963
"BTN","1992",531525
"BWA","1992",1455833
"CAF","1992",3095807
"CAN","1992",28519597
"CEB","1992",110005636
"CHE","1992",6875364
"CHI","1992",142258
"CHL","1992",13671033
"CHN","1992",1164970000
"CIV","1992",13163019
"CMR","1992",12408931
"COD","1992",37346147
"COG","1992",2577035
"COL","1992",35558682
"COM","1992",436448
"CPV","1992",359090
"CRI","1992",3257466
"CSS","1992",6124265
"CUB","1992",10733363
"CUW","1992",143912
"CYM","1992",27404
"CYP","1992",800609
"CZE","1992",10319123
"DEU","1992",80624598
"DJI","1992",615054
"DMA","1992",70970
"DNK","1992",5171370
"DOM","1992",7468551
"DZA","1992",27181094
"EAP","1992",1651934414
"EAR","1992",2120566584
"EAS","1992",1871898266
"ECA","1992",393481005
"ECS","1992",849656745
"ECU","1992",10705667
"EGY","1992",60035536
"EMU","1992",314162056
"ERI","1992",3118582
"ESP","1992",39157685
"EST","1992",1533091
"ETH","1992",51647768
"EUU","1992",480438474
"FCS","1992",277863547
"FIN","1992",5041992
"FJI","1992",744531
"FRA","1992",58851217
"FRO","1992",47101
"FSM","1992",101413
"GAB","1992",1004676
"GBR","1992",57580402
"GEO","1992",4873500
"GHA","1992",15463854
"GIB","1992",29379
"GIN","1992",6758838
"GMB","1992",979718
"GNB","1992",1062800
"GNQ","1992",455148
"GRC","1992",10399061
"GRD","1992",97198
"GRL","1992",55300
"GTM","1992",9708544
"GUM","1992",136692
"GUY","1992",748134
"HIC","1992",1011955642
"HKG","1992",5800500
"HND","1992",5247836
"HPC","1992",377879250
"HRV","1992",4470000
"HTI","1992",7386975
"HUN","1992",10369341
"IBD","1992",3581733331
"IBT","1992",4470537757
"IDA","1992",888804426
"IDB","1992",298118128
"IDN","1992",187766086
"IDX","1992",590686298
"IMN","1992",69475
"IND","1992",906021106
"INX","1992",NA
"IRL","1992",3558430
"IRN","1992",58260738
"IRQ","1992",18458187
"ISL","1992",261057
"ISR","1992",5123000
"ITA","1992",56797087
"JAM","1992",2465362
"JOR","1992",3968198
"JPN","1992",124229000
"KAZ","1992",16439095
"KEN","1992",24963953
"KGZ","1992",4515400
"KHM","1992",9621504
"KIR","1992",74769
"KNA","1992",41361
"KOR","1992",43747962
"KWT","1992",NA
"LAC","1992",438771695
"LAO","1992",4502363
"LBN","1992",2821862
"LBR","1992",2022729
"LBY","1992",4651004
"LCA","1992",141925
"LCN","1992",461466819
"LDC","1992",539720450
"LIC","1992",341387303
"LIE","1992",29497
"LKA","1992",17740637
"LMC","1992",2011509898
"LMY","1992",4447798221
"LSO","1992",1667121
"LTE","1992",1895051479
"LTU","1992",3700114
"LUX","1992",392175
"LVA","1992",2614338
"MAC","1992",362459
"MAF","1992",32892
"MAR","1992",25791494
"MCO","1992",29863
"MDA","1992",3706000
"MDG","1992",12301336
"MDV","1992",236190
"MEA","1992",267020622
"MEX","1992",88828310
"MHL","1992",49378
"MIC","1992",4106410918
"MKD","1992",1988659
"MLI","1992",8868263
"MLT","1992",367618
"MMR","1992",41711465
"MNA","1992",239062651
"MNE","1992",608516
"MNG","1992",2243502
"MNP","1992",47919
"MOZ","1992",14071231
"MRT","1992",2141445
"MUS","1992",1084441
"MWI","1992",9729717
"MYS","1992",19012724
"NAC","1992",285092192
"NAM","1992",1513721
"NCL","1992",179799
"NER","1992",8549424
"NGA","1992",100221563
"NIC","1992",4331277
"NLD","1992",15184166
"NOR","1992",4286401
"NPL","1992",19773772
"NRU","1992",9544
"NZL","1992",3531700
"OED","1992",1088596984
"OMN","1992",1983277
"OSS","1992",18191020
"PAK","1992",113747135
"PAN","1992",2576018
"PER","1992",22737056
"PHL","1992",65075486
"PLW","1992",15894
"PNG","1992",4535520
"POL","1992",38363667
"PRE","1992",442573477
"PRI","1992",3585176
"PRK","1992",20937404
"PRT","1992",9952494
"PRY","1992",4432736
"PSE","1992",2163591
"PSS","1992",1750900
"PST","1992",977731114
"PYF","1992",205266
"QAT","1992",495517
"ROU","1992",22794284
"RUS","1992",148689000
"RWA","1992",6701851
"SAS","1992",1183253534
"SAU","1992",17378833
"SDN","1992",21701476
"SEN","1992",8029725
"SGP","1992",3230698
"SLB","1992",329953
"SLE","1992",4331332
"SLV","1992",5400331
"SMR","1992",24749
"SOM","1992",7488544
"SRB","1992",7646424
"SSA","1992",541294922
"SSD","1992",5599814
"SSF","1992",541365685
"SST","1992",26066185
"STP","1992",118816
"SUR","1992",422763
"SVK","1992",5305016
"SVN","1992",1996498
"SWE","1992",8668067
"SWZ","1992",906034
"SXM","1992",NA
"SYC","1992",70763
"SYR","1992",13187085
"TCA","1992",12968
"TCD","1992",6349089
"TEA","1992",1630963311
"TEC","1992",431844672
"TGO","1992",3973327
"THA","1992",57837878
"TJK","1992",5502976
"TKM","1992",3899843
"TLA","1992",446211495
"TLS","1992",805435
"TMN","1992",236899060
"TON","1992",95496
"TSA","1992",1183253534
"TSS","1992",541365685
"TTO","1992",1237487
"TUN","1992",8603225
"TUR","1992",55748875
"TUV","1992",9109
"TZA","1992",27219619
"UGA","1992",18652889
"UKR","1992",52150266
"UMC","1992",2094901020
"URY","1992",3154855
"USA","1992",256514000
"UZB","1992",21449000
"VCT","1992",108003
"VEN","1992",20799075
"VGB","1992",17344
"VIR","1992",105712
"VNM","1992",71130448
"VUT","1992",155243
"WLD","1992",5459753863
"WSM","1992",165570
"XKX","1992",1932000
"YEM","1992",13325583
"ZAF","1992",39360225
"ZMB","1992",8452275
"ZWE","1992",10682868
"ABW","1993",72504
"AFG","1993",15095099
"AGO","1993",13403734
"ALB","1993",3227287
"AND","1993",60971
"ARB","1993",241286091
"ARE","1993",2207405
"ARG","1993",34110917
"ARM","1993",3363098
"ASM","1993",50720
"ATG","1993",69938
"AUS","1993",17667000
"AUT","1993",7905633
"AZE","1993",7495000
"BDI","1993",5771398
"BEL","1993",10084475
"BEN","1993",5521763
"BFA","1993",9552476
"BGD","1993",113695139
"BGR","1993",8472313
"BHR","1993",536213
"BHS","1993",271165
"BIH","1993",4087999
"BLR","1993",10239000
"BLZ","1993",197616
"BMU","1993",58910
"BOL","1993",7273825
"BRA","1993",157132682
